,id,marca,modello,titolo,desc
36,36,FERRARI,458,Ferrari 458 Spider 4.5 DCT  Versione speciale,"VEICOLO MOLTO PARTICOLARE, PARI AL NUOVO, SEMPRE TENUTO IN GARAGE, VERSIONE MANSORY! DISPONIAMO DI TUTTI I PEZZI ORIGINALI COME DA FABBRICA. PIù KIT AERODINAMICI E PARAURTI SPECIALI DELLA SERIE LIMITATA!. AUTO UNICA ED INTROVABILE. TRATTATIVA RISERVATA! 
  
 ''La dotazione tecnica e gli accessori indicati nella presente scheda potrebbero non coincidere con l'effettivo equipaggiamento del veicolo, a causa della non uniformità dei dati pubblicati dai diversi portali. Ci scusiamo per l'inconveniente e vi invitiamo a verificare le caratteristiche dello specifico veicolo. Decliniamo ogni responsabilità per eventuali involontarie incongruenze nella descrizione degli equipaggiamenti tecnici e delle immagini riportate.'' 
  
  
 CONTATTO DIRETTO RESPONSABILE COMMERCIALE 3385362714 Sig. Mango  
  
  
 WE SPEAK ENGLISH - +39 388/1213568 MARIANO ''ONLY WHATSAPP- ENGLISH "
37,37,FERRARI,348,Ferrari 348 tb - asi perfetta,"Vendo FERRARI 348 TB 
  
 Anno 1993 - Km 66.000 - Iscritta ASI 
  
 Auto impeccabile, tutta originale, italiana da sempre con targa FE ( iniziali Ferrari Enzo...... ) 
 Completa di tutto, service book con tagliandi sempre ufficiali Ferrari, borsa attrezzi, telo copri auto originale colore giallo e autoradio originale ( una rarità da trovare ) 
 Eseguito maxi tagliando con cinghie nel 2017 in sede Ferrari ( spesi 10 mila euro documentati da fattura ). Gomme nuove Pirelli PZero come in origine, ufficiali Ferrari. Scudetti parafango originali Ferrari resinati. 
  
 Astenersi perditempo, curiosi, sognatori ed affaristi vari, il prezzo è intrattabile ( se volete spendere meno cercate altri annunci ) 
  
 Solo contatti via SMS o Whatsapp al 
  
 **** 3441736891 ****"
38,38,FERRARI,F355,Ferrari f355 - 1995,"Auto perfetta.Tenuta da vero amatore. Catena di distribuzione sostituita, frizione nuova. Fari xenon. Batteria nuova. Pneumatici nuovi. Satellitare. Impianto stereo con Navigatore.Iscritta ASI (paga metà bollo) 
 Visibile a Napoli presso officina di riferimento per qualsiasi approfondimento."
39,39,FERRARI,California,FERRARI California T DCT,"Alzacristalli elettrici 
 Bracciolo 
 Climatizzatore 
 Controllo automatico clima 
 Cruise Control 
 Hill Holder 
 Park distance control 
 Sensore di pioggia 
 Sensori di parcheggio assistito anteriori 
 Sensori di parcheggio assistito posteriori 
 Sistema di navigazione 
 Specchietti laterali elettrici 
 Supporto lombare 
 Telecamera per parcheggio assistito 
 Tettuccio apribile 
 Volante in pelle 
 Volante multifunzione 
 Intrattenimento / Media 
 Bluetooth 
 Computer di bordo 
 MP3 
 Vivavoce 
 Extra 
 Cerchi in lega 
 Leve al volante 
 Sedili sportivi 
 Sospensioni sportive 
 Sicurezza 
 ABS 
 Airbag conducente 
 Airbag laterali 
 Antifurto 
 Chiusura centralizzata 
 Chiusura centralizzata telecomandata 
 Controllo automatico trazione 
 ESP 
 Fari LED 
 Fari Xenon 
 Immobilizzatore elettronico 
 Luci diurne 
 Luci diurne LED 
 Servosterzo 
 Sistema di controllo pressione pneumatici"
40,40,FERRARI,California,Ferrari California dic2011 tenuta maniacalmente,"FERRARI CALIFORNIA DCT , TENUTA PERFETTAMENTE, CERTIFICAZIONE CHILOMETRAGGIO CON LIBRETTO TAGLIANDI UFFICIALE , GARANZIA POWER FERRARI ESTESA, pacchetto manutenzione ferrari 7 anni , colore nero carbone Ferrari metallizzato , sensori di parcheggio anteriori e posteriori , fari full Led e Xenon adattivi , cerchi in lega R 20 , scudetti laterali Ferrari nuovi , freni carbocermici , sospensioni magnetic logic , interni in pelle Daytona totalmente Rossi , cuciture rosse , cruscotto rivestito in pelle totalmente , regolazione elettrica dei sedili con memorie , volente multifunzione in pelle con regolazione elettrica , sedili riscaldati , cavallino rampante sui poggiatesta , leve al volante , controllo pressione pneumatici , cruise control , navigatore satellitare , predisposizione telefono , bluetooth , impianto stereo con caricatore USB-AUZ , antifurto , climatizzatore automatico , start & stop , ecc... 
  
 CONDIZIONI perfette ! 
  
 Auto Italiana, sedili e attrezzi ancora imbustati . 
  
 Annuncio di Privato ! 
  
 PER INFO : 3346713663"
41,41,FERRARI,208/308/328/GTO,FERRARI 208 turbo GTS,"Chilometraggio: 42800 
 Condizioni: usato 
 Immatricolazione: 02/1984 
 Tipologia: Cabrio 
 Carburante: Benzina 
 Tipo di cambio: Manuale 
  
 Cerchi in lega, Autoradio, Specchietti laterali elettrici, Interni in pelle, Climatizzatore, Alzacristalli elettrici 
  
 NAZIONALE, OTTIME CONDIZIONI GENERALI, SOLI 42.000 KM, MOLTE PIU' FOTO IN ALTA RISOLUZIONE E VIDEO SUL NOSTRO SITO sitoweb 
  
 N:B: LE VETTURE DA NOI PROPOSTE E PUBBLICATE SONO DISPONIBILI PRESSO LA NOSTRA SEDE E GARANTIAMO L'AUTENTICITA' DELLE FOTOGRAFIE E DEI PRODOTTI CHE POSSEDIAMO PRENDENDO LE DISTANZE DA CHI CON POCA CHIAREZZA PUBBLICIZZA (DESTABILIZZANDO LA CONCORRENZA E IL MERCATO STESSO) PRODOTTI NON AVENDONE IL POSSESSO. CERTI CHE QUESTO GARANTISCA E TUTELI LA NOSTRA CLIENTELA. 
  
 PROMOZIONE MARZO 2020: 
  
 Per acquisti di auto di valore superiore a 6.000,00 euro, senza permuta, in questo mese il primo tagliando è in omaggio. 
  
 * La promozione non è cumulabile con altre offerte e promozioni in corso. 
  
 Vi aspettiamo presso la ns sede dove operiamo da anni con una filosofia di lavoro basata sull'onesta', la correttezza e la soddisfazione del cliente, ed un unico obbiettivo: selezionare l'usato al ""TOP"" per Voi.  
 Qualsiasi auto vendiamo ha il chilometraggio certificato in fattura, vengono controllate in ogni loro parte dal nostro centro assistenza e godono di 12 mesi di garanzia validi in tutta Europa con la possibilità di essere estesi fino a 60 mesi.  
 Sul nostro sito: sitoweb troverete sempre il nostro stock aggiornato con le varie proposte sul nuovo, km 0 e l'usato migliore, oltre a news e promozioni.  
 L' usato ""Top Marques"" ha un valore aggiunto : la garanzia EUROPASSISTANCE FINO A 48 MESI 
 ***Si avvisa la gentile clientela che riceviamo esclusivamente su appuntamento.*** I nostri orari: da lunedi a sab 
 Rivenditore TOP MARQUES S.R.L."
42,42,FERRARI,208/308/328/GTO,FERRARI 328 GTB,"Chilometraggio: 29000 
 Condizioni: usato 
 Immatricolazione: 10/1986 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Manuale 
  
 Fendinebbia, Alzacristalli elettrici, Interni in pelle, Specchietti laterali elettrici, Autoradio, Cerchi in lega, Volante in pelle 
  
 Ferrari 328 GTB del 1986 in ottime condizioni, soli 29.000 km, tagliandi Ferrari, piu' di 40 foto in alta risoluzione e video sul nostro sito sitoweb 
  
  
 N:B: LE VETTURE DA NOI PROPOSTE E PUBBLICATE SONO DISPONIBILI PRESSO LA NOSTRA SEDE E GARANTIAMO L'AUTENTICITA' DELLE FOTOGRAFIE E DEI PRODOTTI CHE POSSEDIAMO PRENDENDO LE DISTANZE DA CHI CON POCA CHIAREZZA PUBBLICIZZA (DESTABILIZZANDO LA CONCORRENZA E IL MERCATO STESSO) PRODOTTI NON AVENDONE IL POSSESSO. CERTI CHE QUESTO GARANTISCA E TUTELI LA NOSTRA CLIENTELA. 
  
 PROMOZIONE MARZO 2020: 
  
 Per acquisti di auto di valore superiore a 6.000,00 euro, senza permuta, in questo mese il primo tagliando è in omaggio. 
  
 * La promozione non è cumulabile con altre offerte e promozioni in corso. 
  
 Vi aspettiamo presso la ns sede dove operiamo da anni con una filosofia di lavoro basata sull'onesta', la correttezza e la soddisfazione del cliente, ed un unico obbiettivo: selezionare l'usato al ""TOP"" per Voi.  
 Qualsiasi auto vendiamo ha il chilometraggio certificato in fattura, vengono controllate in ogni loro parte dal nostro centro assistenza e godono di 12 mesi di garanzia validi in tutta Europa con la possibilità di essere estesi fino a 60 mesi.  
 Sul nostro sito: sitoweb troverete sempre il nostro stock aggiornato con le varie proposte sul nuovo, km 0 e l'usato migliore, oltre a news e promozioni.  
 L' usato ""Top Marques"" ha un valore aggiunto : la garanzia EUROPASSISTANCE FINO A 48 MESI 
 I nostri orari: da lunedi a sabato dalle 8.00 alle 13.00 e dalle 14.30 a 
 Rivenditore TOP MARQUES S.R.L."
43,43,FERRARI,348,FERRARI 348 ts 1992 ASI ORO,"Vendo Ferrari 348 TS anno 1992 km: 52600 
 Omologata ASI targa oro. 
 Prezzo 72.500 
 Per informazioni chiamare al 3358137383"
44,44,FERRARI,208/308/328/GTO,Ferrari 328 gts,"Vendesi Ferrari 328 Gts, anno 1989, ultimo modello con ABS, colore rosso corsa 300/9, interni crema, marmitte in acciaio tubi style. Motore 3.200 quattrovalvole, italiana da sempre, importante tagliando appena eseguito con libretti tagliandi e fatture dimostrabili. Iscritta ASI, targhe Roma e documenti originali, esente da bollo, doppio antifurto. Vettura sempre in garage riscaldato, con telo in raso rosso originale e manutentore batteria. Inurtata, trousse attrezzi, vettura da concorso. Il valore degli interventi effettuati e le pregevoli condizioni della vettura la rendono veramente unica. Auto per amatori e intenditori del settore, astenersi dunque commercianti, ribassisti, affaristi e in genere le persone prive di un reale e concreto intento d'acquisto e conoscenza del tipo di vettura. Non rispondo a mail. Solo contatti telefonici. Federico 347 64.78.536"
45,45,FERRARI,Mondial,FERRARI Mondial - 3200 1986,VETTURA IMPECCABILE INTERNI ED ESTERNI PERFETTI CONTATTI AL 091 485496 3316875993 3381077640
46,46,FERRARI,F430,Ferrari f430 - 2007,tagliandi certificati ferrari
47,47,FERRARI,612,Ferrari 612 - 2008,"Vendo Ferrari 612 Scaglietti F1 One to One World Champion. 
 Nero Vulcano, interno Daytona beige, pacchetto HGTS, cerchi 20 HGTS, freni carboceramici, scarico sportivo Ferrari, scudetti ceramica, tetto elettrocromico, sfondo contagiri giallo. Auto ufficiale, tagliandi Ferrari, km 53000. Auto perfetta, vendo non SVENDO! Prezzo trattabile per persone serie ed interessate."
48,48,FERRARI,F430,Ferrari F430 F1 coupè - grigio silverstone -,"Bellissima Ferrari F430 F 430 F1 coupé, anno 2005, 58.000km originali, colore esterno grigio Silverstone, interni rosso Cartier con sedili elettrici, volante in pelle e alcantara, scudetti laterali, gomme nuove, già tagliandata e kit frizione sostituito, sempre tagliandata regolarmente in ferrari, scarichi sportivi, kit carbon interno ed esterno, condizioni da vetrina. 
  
 Euro 82.000 
  
 Effettuiamo in sede finanziamenti a tassi agevolati.  
  
 Ditta Albanese Antonio  
  
 Contatti:  
 Ufficio Tel. 0966-638594  
 Vendite Antonio Cel. 328-6544561  
 Giuseppe Cel. 339-6770537  
 Angelo Cel. 345-6084696 
  
 Accetto permuta permute permuto scambi scambio con auto sportive o suv, ferrari f355 f430, 360 modena, 458 italia, 488, 599, gallardo, murcielago, granturismo, levante, quattroporte, ghibli."
49,49,FERRARI,458,Ferrari 458 Italia DCT - 2010,"Bellissima Ferrari 458 Italia DCT, anno 2010, 69.000km originali, appena tagliandata, sempre tagliandata regolarmente presso officine ufficiali Ferrari tutto documentato, book service disponibile, doppie chiavi disponibili, gomme nuove, colore esterno nero metallizzato, vernice originale, mai incidentata, cerchi neri, pinze rosse, freni in carboceramica, scudetti laterali in ceramica, interni in pelle bicolore rosso/nero, cinture di sicurezza rosse, navigatore satellitare, lettore cd, usb, aux, gomme nuove, scarichi sportivi con tasto per apertura e chiusura elettronica delle valvole. 
  
 Euro 140.000 
  
 E' possibile attivare la Garanzia Power Ferrari ufficiale 
  
 NO CURIOSI O PERDITEMPO 
  
 Per info 
 Angelo Albanese 
 345-6084696 Whatsapp 
  
 Accetto permuta permute permuto scambi scambio con auto sportive o suv, ferrari f430, 360 modena, 458 italia, 599, gallardo, murcielago, granturismo, levante, quattroporte, ghibli, continental gt, cayenne s, 997 turbo, 991, 911, cayman, macan, gtr, audi rs3 rs5 rs6 r8, x6m, ml 350 63amg, gle, glc, gt amg, c63 classe a45 cla45, range rover sport, evoque, velar. 
 Fate le vostre proposte anche di valore superiore."
50,50,FERRARI,360,Ferrari 360 modena F1 interni daytona -PER MU TO-,"Bellissima Ferrari 360 Modena F1, anno 2002, 70.000km, sempre tagliandata regolarmente, sostituita cinghia distribuzione, perfette condizioni, colore esterno rosso corsa, interni daytona, sedili elettrici con logo ricamato sui poggiatesta, trousse originale ferrari, book service, doppie chiavi, cerchi bruniti, scarichi sportivi, gomme nuove. 
  
 Euro 68.000  
  
 Effettuiamo in sede finanziamenti a tassi agevolati. 
  
 Ditta Albanese Antonio 
  
 Contatti:  
 Ufficio Tel. 0966-638594 
  
 Vendite:  
 Antonio Cel. 328-6544561 
 Giuseppe Cel. 339-6770537 
 Angelo Cel. 345-6084696"
51,51,FERRARI,612,FERRARI 612 Scaglietti F1 SERVICE BOOK,"Chilometraggio: 15480 
 Condizioni: usato 
 Immatricolazione: 11/2004 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Automatico 
  
 VOLANTE MULTIFUNZIONE, Volante in pelle, Bracciolo, Immobilizzatore elettronico, Cerchi in lega, Antifurto, Autoradio, Servosterzo, Sensori di parcheggio posteriori, Regolazione elettrica sedili, Park Distance Control, Interni in pelle, Controllo automatico clima, Climatizzatore, Chiusura centralizzata, Alzacristalli elettrici, Sensore di luce, Fari Xenon, ESP, Controllo trazione, Airbag Passeggero, Airbag, ABS 
  
 FERRARI 612 SCAGLIETTI F1 539CV 
 ANNO 11/2004 - KM 15.480 
 NERO  
 INTERNO PELLE NERA 
 CAMBIO AUTOMATICO F1 
 CERCHI IN LEGA DA 18"" 
 FARI XENON 
 SEDILI ELETTRICI 
 PDC POSTERIORE 
 CLIMATIZZATORE AUTOMATICO 
 AUTORADIO 
 SENSORE LUCI  
 BRACCIOLO 
  
 KM CERTIFICATI 
 REVISIONATA 
 BOOK SERVICE 
  
 Contatti: 0687141591 , 3355770663 
 Rivenditore SD MOTORS"
52,52,LANCIA,Thema,"LANCIA Thema Ferrari 8.32 ""ASI TARGA ORO""","-VETTURA APPARTENUTA A PILOTA MOLTO IMPORTANTE, 
 -AUTO TRENTENNALE CON BOLLO ESENTE E PASSAGGIO RIDOTTO, 
 -ALLESTIMENTO FULL OPTIONALS CON PELLE FRAU,SEDILI ELETTRICI,TETTO APRIBILE,AUDIO POST REGOLABILE CON PRESA CUFFIE SEPARATE. 
 -SECONDA SERIE NO KAT 158 KW (RARA PER CHI SI INTENDE) 
 -INTERNI PERFETTI E CONSERVATI,CRUSCOTTO PERFETTO 
 -LAVORI DI MANUTENZIONE ESEGUITI 
 -ISCRITTA ASI E OMOLOGATA TARGA ORO 
 -CERTIFICAZIONE ORIGINALITA' LANCIA CLASSICHE 
  
 TARGHE E LIBRETTO DELL'EPOCA 
 NERA MET,TARGA TV 
  
 --VETTURA DISPONIBILE IN SEDE-- 
 --SI RICEVE TUTTI I GIORNI SOLO SU APPUNTAMENTO--  
  
 ULTERIORI INFO E FOTO SU SITO STILEMOTORI"
53,53,FERRARI,Testarossa/512 TR,FERRARI Testarossa/512 TR - 1986,"Ferrari Testarossa monodado 1986 /solo 58118 , km perfette condizioni molto rara con questo abbinamento a vero amatore vendo prezzo molto interessante tel 348-7609628 op mail il tuo eventualmente, domani ci telefoniamo ok buona notte su subito . It"
54,54,FERRARI,Mondial,FERRARI Mondial,"Stupenda Ferrari Mondial 8,colore rosso interno pelle nero in perfette condizioni,auto in stato conservativo con iscrizione ASI ,sempre stata accuratamente controllata ,appena eseguito un importante tagliando Ferrari con sostituzione cinghie,filtri, pastiglie freno, revisione pinze freno e tutti i liquidi tutte le sue parti sono sempre state accuratamente controllate,impianto climatizzatore rimesso a nuovo con modifica gas r134 ,tutto questo documentato. 
 Vi aspettiamo per fissare un test drive con appuntamento con la possibilità di controllare voi stessi l'auto in ogni sua parte sia sotto che sopra senza nascondervi nessun diffetto...anche perchè disponiamo di un'autofficina con esperienza pluridecennale per queste super car. 
 Per contatti Telefonici 3357088626 Alessandro"
55,55,MASERATI,Quattroporte 5ª s.,Maserati Quattroporte MOTORE FERRARI,"Maserati quattro porte cilindrata 4.2 v8 
 anno 2006 km 99.000. Auto Full optional, in perfette condizioni, tenuta in modo maniacale, sia di carrozzeria che meccanicamente perfetta, sempre tagliandata in officina autorizzata. Gomme ok tagliando fatto, nessun lavoro da fare. Carrozzeria e interni pari al nuovo. Prezzo trattabile, no offerte ridicole.Info 3 4 9 5 4 2 0 5 5 9"
56,56,FERRARI,348,FERRARI 348 tb cat,"Chilometraggio: 83000 
 Condizioni: usato 
 Immatricolazione: 02/1991 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Manuale 
  
  
  
 auto perfette condizioni 3° proprietario iscritta asi gomme nuove cinta distribuzione effettuate a 67000 km cambio olio regolarmente eseguito ogni anno scarico acciaio inox + scarico originale cerchi neri opachi pinze gialle venice a ionica distanziali anteriori e posteriori impianto stereo fatture tagliandi 
  
 Contatti: 3336036205 , 3333435524 
 Rivenditore MV MOTORS SRL"
57,57,FERRARI,456,FERRARI 456 M GTA,"Chilometraggio: 60000 
 Condizioni: usato 
 Immatricolazione: 08/2001 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Automatico 
  
 ABS, Airbag, Airbag Passeggero, Controllo trazione, Fendinebbia, Alzacristalli elettrici, Chiusura centralizzata, Climatizzatore, Interni in pelle, Regolazione elettrica sedili, Servosterzo, Autoradio, Antifurto, Cerchi in lega, Immobilizzatore elettronico 
  
 BOOK SERVICE AUTO MOLTO BELLA 
  
 Contatti: 0309637067 , 3482291598 
 Rivenditore FRANCAUTO Srl"
58,58,FERRARI,575M,FERRARI 575 M Maranello F1,"Chilometraggio: 48500 
 Condizioni: usato 
 Immatricolazione: 06/2003 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Sequenziale 
  
 ABS, Airbag, Airbag Passeggero, Controllo trazione, Fari Xenon, Fendinebbia, Alzacristalli elettrici, Chiusura centralizzata, Climatizzatore, Interni in pelle, Regolazione elettrica sedili, Servosterzo, Autoradio, Antifurto, Cerchi in lega, Immobilizzatore elettronico 
  
 Atu stupenda con cuciture rosse e scudetti ceramica 
  
 Contatti: 0309637067 , 3482291598 
 Rivenditore FRANCAUTO Srl"
59,59,FERRARI,Dino 208 GT/4,FERRARI Dino GT4 208 GT/4,"Chilometraggio: 101657 
 Condizioni: usato 
 Immatricolazione: 06/1977 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Manuale 
  
  
  
 BELLISSIMA!!  
 INTROVABILE NELLA COLORAZIONE GIALLA!! 
 LIBRETTO ORIGINALE!  
 Selleria in pelle biscotto  
 Cerchi in lega da 14""  
 Autoradio  
 Cambio manuale 5 marce  
 Alzacristalli a comando elettrico  
  
 Vista la quantità di annunci e dettagli inseriti, Automoto Marco Group invita la clientela a verificare la correttezza dei dati e degli optional inseriti direttamente con il personale vendite 
  
 Contatti: 0113095452 , 3398367132 
 Rivenditore AUTOMOTO MARCO GROUP SRL"
60,60,FERRARI,456,FERRARI 456 GT,"Chilometraggio: 86299 
 Condizioni: usato 
 Immatricolazione: 10/1995 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Manuale 
  
  
  
  
  
  
 EVITARE OFFERTE A RIBASSO, NON SONO GRADITE!!!! 
 SOLAMENTE  86299 Km!!!!!!!!!!!!!! 
 VERSIONE CON AIRBAG 
 Ottime condizioni! 
 Cambio manuale a 6 marce 
 Selleria in pelle blu scuro 
 Sospensioni regolabili 
 Climatizzatore 
 Sedili regolabili elettricamente 
 Retrovisori esterni a regolazione elettrica 
 Alzacristalli a comando elettrico 
 Autoradio 
 Servosterzo 
 Verificare la correttezza dei dati e degli accessori inseriti direttamente con il personale vendite 
  
  
 Contatti: 0113095452 , 3398367132 
 Rivenditore AUTOMOTO MARCO GROUP SRL"
61,61,FERRARI,208/308/328/GTO,FERRARI 308 GTB,"Chilometraggio: 34617 
 Condizioni: usato 
 Immatricolazione: 02/1980 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Manuale 
  
  
  
  
 Bellissima! 
 OTTIMO STATO D'USO! 
 DIFFICILE TROVARLA IN QUESTE CONDIZIONI! 
 Selleria in pelle nera 
 Vista la quantità di annunci e dettagli inseriti, Automoto Marco Group invita la clientela a verificare la correttezza dei dati e degli optional inseriti direttamente con il personale vendite 
  
  
 Contatti: 0113095452 , 3398367132 
 Rivenditore AUTOMOTO MARCO GROUP SRL"
62,62,FERRARI,Mondial,FERRARI Mondial 3.4 t cat,"Chilometraggio: 86227 
 Condizioni: usato 
 Immatricolazione: 07/1990 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Manuale 
  
  
  
 - - - - TETTO APRIBILE ! ! ! !  
  - - - - SOLAMENTE 86227 Km!!! 
 Libretto dei tagliandi!Bellissima!Da vedere!Motore in ottimo stato! Iscritta ASI! Scudetti laterali  
 ARIA CONDIZIONATA!SERVOSTERZO! 
 Selleria in pelle nera  
 AutoradioCerchi in lega da 16"" 
  
 PREZZO RIFERITO SENZA RITIRO PERMUTA 
  
 Verificare la correttezza dei dati e degli accessori inseriti direttamente con il personale vendite  
  
 Contatti: 0113095452 , 3398367132 
 Rivenditore AUTOMOTO MARCO GROUP SRL"
